ID,Gender,Car_Owner,Prop_Owner,Children,Income,Income_Type,Education,Marital_Status,Housing_Type,Age_In_Years,Employed_In_Years,Family_Size,label
5038751,1,1,1,2,157500.0,0,1,1,5,39.0,2.0,4,0
5099900,1,1,1,0,157500.0,0,4,1,1,56.0,19.0,2,0
5116676,1,1,1,3,270000.0,3,4,1,1,37.0,1.0,5,0
5061321,0,1,1,1,261000.0,2,1,1,1,41.0,4.0,3,0
5139410,0,1,1,2,135000.0,2,4,1,1,40.0,17.0,4,0
5048486,1,1,1,0,202500.0,3,4,1,1,36.0,2.0,2,0
5091280,1,0,1,1,103500.0,3,4,1,1,32.0,2.0,3,0
5023186,1,1,1,0,135000.0,3,4,1,1,47.0,7.0,2,0
5054307,1,0,0,1,135000.0,3,4,1,1,28.0,2.0,3,0
5116879,0,0,0,0,112500.0,3,1,3,5,30.0,0.0,1,0
5050453,1,0,1,1,231750.0,3,4,1,1,39.0,0.0,3,0
5022804,0,1,1,0,202500.0,3,1,4,1,33.0,4.0,1,0
5091374,1,1,1,0,247500.0,3,4,1,1,42.0,3.0,2,0
5054188,0,0,0,0,135000.0,3,4,1,1,31.0,1.0,2,0
5054626,0,0,1,0,112500.0,1,4,4,1,60.0,-0.0,1,0
5068548,1,1,1,0,117000.0,0,4,1,1,53.0,3.0,2,0
5053472,1,0,1,0,112500.0,3,4,1,1,51.0,6.0,2,0
5105395,0,0,1,0,135000.0,3,2,3,1,30.0,2.0,1,0
5029554,0,0,1,0,103500.0,1,4,4,1,65.0,-0.0,1,0
5089722,0,0,0,0,315000.0,0,4,2,1,48.0,9.0,1,0
5066562,0,0,0,0,180000.0,0,2,1,5,23.0,1.0,2,0
5062547,0,0,1,3,247500.0,0,2,1,1,33.0,6.0,5,0
5010203,1,1,1,0,135000.0,3,3,1,5,27.0,5.0,2,0
5024665,0,0,1,0,157500.0,3,4,1,1,40.0,13.0,2,0
5089626,0,0,0,0,315000.0,0,1,1,1,44.0,1.0,2,0
5021373,0,0,1,0,247500.0,3,1,1,1,61.0,2.0,2,0
5018461,0,0,1,1,166500.0,3,4,1,1,55.0,22.0,3,0
5096300,0,0,0,1,112500.0,0,4,1,1,26.0,6.0,3,0
5148897,1,0,1,0,90900.0,1,4,1,1,61.0,-0.0,2,0
5025047,0,1,0,3,112500.0,3,4,1,1,32.0,10.0,5,0
5092164,0,1,1,0,45900.0,1,4,4,1,56.0,-0.0,1,0
5053143,1,0,1,1,126000.0,3,4,0,1,34.0,0.0,3,0
5038510,0,0,1,0,103500.0,3,2,1,1,32.0,13.0,2,0
5023482,0,0,1,1,119250.0,3,4,1,1,44.0,12.0,3,0
5054099,1,1,0,2,202500.0,3,1,1,1,32.0,2.0,4,0
5062713,0,0,1,1,157500.0,3,4,1,1,40.0,10.0,3,0
5088851,0,1,1,0,112500.0,3,1,1,1,31.0,6.0,2,0
5111117,0,0,1,1,315000.0,3,1,1,1,32.0,4.0,3,0
5118115,1,0,0,1,270000.0,0,4,1,1,37.0,15.0,3,0
5024258,1,0,1,0,162000.0,3,4,3,1,31.0,2.0,1,0
5113976,1,1,0,0,270000.0,3,2,1,1,33.0,2.0,2,0
5099907,0,0,1,2,112500.0,3,2,1,1,30.0,5.0,4,0
5092332,0,0,1,0,58500.0,1,4,3,1,68.0,-0.0,1,0
5038932,0,0,1,0,94500.0,0,1,2,1,40.0,17.0,1,0
5078924,1,0,1,0,270000.0,3,4,1,1,44.0,3.0,2,0
5068390,0,1,1,1,270000.0,3,1,2,1,38.0,0.0,2,0
5046036,0,1,1,0,99000.0,1,4,0,1,59.0,-0.0,2,0
5033788,0,0,1,1,315000.0,3,1,2,1,43.0,13.0,2,0
5010781,0,1,1,1,157500.0,0,1,1,1,40.0,6.0,3,0
5022761,0,0,1,0,180000.0,3,4,1,1,27.0,4.0,2,0
5041980,0,0,0,0,211500.0,0,1,1,5,40.0,13.0,2,0
5113854,1,0,0,0,202500.0,3,4,3,1,42.0,23.0,1,0
5126612,0,1,0,0,180000.0,1,4,4,1,56.0,-0.0,1,0
5142136,0,0,0,2,144000.0,3,4,1,1,47.0,14.0,4,0
5088163,0,0,1,0,270000.0,3,4,3,1,35.0,3.0,1,0
5146086,1,0,0,0,148500.0,3,4,3,2,39.0,3.0,1,0
5041474,0,0,1,0,90000.0,0,1,1,1,25.0,2.0,2,0
5025020,0,0,1,0,148500.0,1,4,1,1,59.0,-0.0,2,0
5118270,0,0,0,0,99000.0,3,4,1,5,54.0,15.0,2,0
5095324,0,0,1,0,315000.0,1,4,4,1,63.0,-0.0,1,0
5142290,0,0,1,1,162000.0,2,1,0,1,41.0,0.0,3,0
5148792,0,0,1,0,202500.0,0,4,4,1,48.0,15.0,1,0
5062031,0,1,1,0,225000.0,3,1,3,1,27.0,2.0,1,0
5035418,0,0,1,0,292500.0,3,1,1,1,58.0,13.0,2,0
5089896,0,0,1,0,67500.0,1,1,3,2,65.0,-0.0,1,0
5095117,0,0,1,0,67500.0,3,1,1,1,39.0,4.0,2,0
5067419,0,0,1,0,144000.0,1,4,1,1,64.0,-0.0,2,0
5041307,0,1,1,0,90000.0,1,4,1,1,63.0,-0.0,2,0
5146401,0,0,1,0,112500.0,3,4,2,1,54.0,6.0,1,0
5105137,0,0,1,0,112500.0,3,4,3,1,27.0,3.0,1,0
5053388,0,0,1,0,135000.0,3,4,0,1,45.0,27.0,2,0
5113082,0,0,1,1,112500.0,3,1,3,1,42.0,3.0,2,0
5052755,1,0,1,0,225000.0,3,4,0,1,29.0,3.0,2,0
5092436,0,1,1,0,112500.0,1,4,1,1,55.0,-0.0,2,0
5022243,0,0,1,0,202500.0,3,4,1,1,42.0,23.0,2,0
5113020,1,1,1,0,202500.0,2,4,1,1,40.0,6.0,2,0
5058267,1,0,0,1,225000.0,0,4,1,5,49.0,5.0,3,0
5037247,1,1,1,2,112500.0,3,4,1,1,33.0,3.0,4,0
5100461,1,1,1,1,202500.0,0,4,0,1,34.0,7.0,3,0
5096753,1,1,0,0,328500.0,3,1,1,1,41.0,7.0,2,0
5091778,1,0,1,2,112500.0,0,4,1,1,30.0,3.0,4,0
5038569,1,1,1,0,202500.0,3,4,1,1,55.0,1.0,2,0
5069169,1,1,1,0,135000.0,3,4,1,1,28.0,3.0,2,0
5091048,0,0,1,2,270000.0,0,1,1,1,42.0,6.0,4,0
5097134,1,1,1,0,157500.0,3,4,1,1,31.0,7.0,2,0
5097106,0,0,1,0,193500.0,3,4,1,1,58.0,31.0,2,0
5099877,0,1,1,0,103500.0,1,4,1,1,59.0,-0.0,2,0
5033884,1,1,1,0,90000.0,3,4,1,1,55.0,3.0,2,0
5097024,1,1,0,0,198000.0,0,1,1,1,37.0,8.0,2,0
5010412,0,0,1,0,202500.0,1,4,1,1,60.0,-0.0,2,0
5091144,1,1,0,0,225000.0,3,4,1,1,30.0,4.0,2,0
5088503,1,1,1,0,72000.0,3,1,1,1,60.0,2.0,2,0
5126142,1,1,0,2,202500.0,3,4,1,1,44.0,10.0,4,0
5067020,0,1,1,1,247500.0,3,4,0,1,47.0,3.0,3,0
5061076,1,1,0,0,157500.0,2,4,1,1,41.0,9.0,2,0
5126527,0,0,0,0,225000.0,2,4,1,5,34.0,1.0,2,0
5078931,1,0,0,0,112500.0,0,4,3,2,43.0,1.0,1,0
5125471,1,1,1,1,450000.0,0,1,1,1,48.0,5.0,3,0
5025207,1,1,1,1,180000.0,0,4,1,1,27.0,0.0,3,0
5042097,0,0,0,1,108000.0,3,4,2,1,39.0,11.0,2,0
5067653,0,0,1,0,787500.0,2,1,1,1,47.0,4.0,2,0
5089137,0,1,0,0,202500.0,0,4,0,5,39.0,15.0,2,0
5065601,1,0,1,0,157500.0,0,4,1,1,57.0,3.0,2,0
5112833,0,0,1,1,90000.0,3,4,2,5,36.0,3.0,2,0
5050549,1,0,0,2,225000.0,3,1,0,1,46.0,8.0,4,0
5089269,0,0,0,0,72000.0,3,4,3,1,52.0,4.0,1,0
5028684,1,0,1,0,157500.0,3,4,1,1,26.0,8.0,2,0
5028737,1,0,1,0,360000.0,0,4,1,1,34.0,11.0,2,0
5113406,1,1,1,0,450000.0,0,1,3,1,30.0,2.0,1,0
5025741,0,1,0,0,216000.0,3,1,1,2,33.0,1.0,2,0
5045992,0,0,1,0,157500.0,0,4,1,1,42.0,12.0,2,0
5054453,1,1,1,0,315000.0,3,1,1,1,49.0,3.0,2,0
5024586,0,1,1,2,315000.0,2,4,1,1,34.0,3.0,4,0
5090701,0,0,0,0,594000.0,1,1,3,2,48.0,-0.0,1,0
5091929,0,1,0,0,135000.0,3,4,1,1,50.0,2.0,2,0
5149034,0,0,1,0,180000.0,2,1,1,1,48.0,3.0,2,0
5114114,1,1,0,0,157500.0,3,4,2,1,47.0,2.0,1,0
5142579,0,1,1,1,234000.0,3,4,3,1,57.0,8.0,2,0
5050756,1,1,0,0,225000.0,0,4,1,1,49.0,11.0,2,0
5047853,1,1,1,1,292500.0,0,1,1,1,34.0,9.0,3,0
5009790,0,0,0,0,198000.0,1,4,4,1,60.0,-0.0,1,0
5135819,0,0,1,0,90000.0,0,4,1,1,53.0,8.0,2,0
5092287,0,0,1,0,247500.0,1,1,1,1,61.0,-0.0,2,0
5028280,0,0,0,1,157500.0,0,2,1,5,33.0,8.0,3,0
5095896,0,0,0,1,112500.0,0,1,1,1,44.0,7.0,3,0
5024352,1,1,1,0,585000.0,0,4,1,5,46.0,5.0,2,0
5100027,0,1,0,0,180000.0,3,4,1,1,53.0,32.0,2,0
5028337,0,1,0,1,225000.0,3,1,3,5,38.0,15.0,2,0
5090788,0,1,1,1,225000.0,0,4,2,1,30.0,4.0,2,0
5046126,0,0,1,0,135000.0,3,4,1,1,56.0,8.0,2,0
5092265,1,0,1,0,112500.0,3,4,0,1,49.0,1.0,2,0
5143319,0,1,1,0,112500.0,1,4,1,1,57.0,-0.0,2,0
5114354,1,1,0,0,180000.0,0,4,1,2,27.0,8.0,2,0
5117248,0,0,1,2,112500.0,3,4,1,1,36.0,7.0,4,0
5024386,0,0,0,0,117000.0,3,4,1,2,37.0,4.0,2,0
5026178,1,1,1,0,135000.0,3,4,1,1,53.0,21.0,2,0
5033439,1,1,0,2,270000.0,3,1,1,1,32.0,8.0,4,0
5089320,0,1,0,0,135000.0,0,1,1,1,32.0,2.0,2,0
5053872,1,1,1,1,157500.0,3,4,1,1,32.0,6.0,3,0
5091735,0,1,1,0,243000.0,3,4,3,1,40.0,6.0,1,0
5105791,1,0,0,0,121500.0,2,2,3,1,25.0,4.0,1,0
5125928,1,0,1,1,135000.0,3,4,1,1,32.0,2.0,3,0
5115662,1,1,1,0,225000.0,0,1,3,1,44.0,7.0,1,0
5029256,1,1,1,2,225000.0,3,1,1,1,37.0,3.0,4,0
5136029,1,1,0,0,112500.0,2,4,1,1,54.0,6.0,2,0
5037157,0,0,1,0,157500.0,1,4,1,1,63.0,-0.0,2,0
5046531,1,1,0,0,202500.0,1,1,1,1,55.0,-0.0,2,0
5023177,0,0,1,1,337500.0,3,4,0,1,49.0,13.0,3,0
5021967,0,0,0,1,103500.0,3,4,1,1,32.0,3.0,3,0
5135530,0,1,1,0,99000.0,1,4,1,1,58.0,-0.0,2,0
5146534,0,1,0,1,67500.0,2,4,1,1,42.0,3.0,3,0
5126101,0,0,1,0,112500.0,1,4,1,1,58.0,-0.0,2,0
5100394,1,0,1,1,315000.0,0,4,1,1,34.0,11.0,3,0
5079035,0,0,1,0,135000.0,1,3,1,1,62.0,-0.0,2,0
5095631,1,1,0,1,180000.0,3,1,1,1,31.0,1.0,3,0
5113647,0,0,1,0,225000.0,3,2,1,1,34.0,1.0,2,0
5046336,0,0,0,1,85500.0,3,4,0,1,28.0,2.0,3,0
5028781,0,0,1,0,135000.0,3,4,1,1,43.0,8.0,2,0
5125730,0,1,1,1,119700.0,3,1,1,1,36.0,9.0,3,0
5023724,1,1,0,1,495000.0,3,4,1,1,28.0,1.0,3,0
5116369,1,0,1,0,112500.0,3,4,1,1,53.0,10.0,2,0
5062214,0,0,1,2,153000.0,0,1,1,1,36.0,4.0,4,0
5009023,0,0,1,2,216000.0,2,1,1,1,42.0,9.0,4,0
5028946,0,0,1,0,90000.0,2,4,1,1,48.0,1.0,2,0
5068470,0,0,0,1,108000.0,0,4,1,1,42.0,2.0,3,0
5045828,0,0,1,0,270000.0,1,1,1,1,61.0,-0.0,2,0
5095930,0,0,0,0,76500.0,1,4,1,1,56.0,-0.0,2,0
5090049,0,0,1,0,69372.0,3,4,1,1,44.0,1.0,2,0
5067730,0,0,1,1,135000.0,0,2,1,1,28.0,7.0,3,0
5105560,0,0,1,0,202500.0,0,4,0,1,46.0,12.0,2,0
5099914,0,0,1,2,126000.0,3,4,1,1,27.0,4.0,4,0
5053032,0,0,1,0,135000.0,1,4,1,1,57.0,-0.0,2,0
5150038,1,0,0,0,180000.0,3,4,3,5,35.0,4.0,1,0
5053678,0,1,1,0,225000.0,0,4,3,1,33.0,4.0,1,0
5087538,1,0,1,0,81000.0,0,1,3,1,27.0,5.0,1,0
5050440,0,1,1,1,157500.0,3,2,0,1,36.0,8.0,3,0
5096670,0,0,0,0,90000.0,1,4,4,1,59.0,-0.0,1,0
5061611,1,1,1,1,225000.0,3,4,1,1,31.0,2.0,3,0
5065342,0,0,1,0,157500.0,1,4,1,1,62.0,-0.0,2,0
5041066,0,0,1,0,103500.0,3,4,3,1,48.0,6.0,1,0
5105819,1,1,0,2,202500.0,0,1,1,1,32.0,1.0,4,0
5135460,0,0,1,3,37800.0,1,4,1,1,36.0,-0.0,5,0
5009319,0,1,0,0,135000.0,1,4,1,1,55.0,-0.0,2,0
5091006,0,0,1,0,157500.0,0,4,1,1,47.0,9.0,2,0
5117202,0,0,1,0,135000.0,3,4,3,1,37.0,0.0,1,0
5074739,1,0,1,1,225000.0,3,1,1,1,36.0,10.0,3,0
5009472,0,0,0,0,157500.0,3,4,1,1,54.0,27.0,2,0
5135378,0,0,1,0,387000.0,0,4,1,1,55.0,14.0,2,0
5135489,1,1,1,2,225000.0,3,4,1,1,28.0,9.0,4,0
5067016,1,0,1,0,225000.0,3,4,3,1,27.0,1.0,1,0
5024097,0,1,0,0,126000.0,2,2,3,1,33.0,14.0,1,0
5008865,0,1,1,2,135000.0,3,4,1,1,43.0,9.0,4,0
5116640,0,0,1,1,202500.0,3,4,1,1,43.0,2.0,3,0
5089770,1,1,1,2,225000.0,3,4,1,1,30.0,7.0,4,0
5009118,0,0,0,0,157500.0,0,1,2,5,43.0,1.0,1,0
5042296,1,1,1,1,202500.0,3,4,1,1,42.0,6.0,3,0
5010185,1,0,0,1,247500.0,3,4,3,1,46.0,18.0,2,0
5090509,1,1,1,0,225000.0,0,1,1,1,30.0,0.0,2,0
5113006,1,1,0,1,112500.0,3,4,1,1,54.0,6.0,3,0
5026368,1,0,1,1,112500.0,3,1,1,1,37.0,15.0,3,0
5095905,0,0,0,0,135000.0,2,4,3,1,42.0,4.0,1,0
5113440,0,0,1,0,207000.0,3,4,3,1,51.0,7.0,1,0
5069289,0,0,1,0,270000.0,0,2,1,1,41.0,9.0,2,0
5135938,0,1,0,2,315000.0,3,4,1,1,43.0,10.0,4,0
5118026,0,0,0,0,315000.0,0,4,1,1,37.0,9.0,2,0
5053524,0,0,1,0,112500.0,3,4,1,1,40.0,7.0,2,0
5010567,0,1,1,0,121500.0,3,1,1,1,28.0,5.0,2,0
5046003,0,0,1,1,225000.0,3,4,3,1,41.0,9.0,2,0
5118225,1,1,0,0,225000.0,3,4,0,3,57.0,9.0,2,0
5036187,0,1,1,1,157500.0,1,4,1,1,57.0,-0.0,3,0
5050635,0,0,0,0,225000.0,2,4,1,1,37.0,8.0,2,0
5067444,0,1,1,0,135000.0,1,4,1,1,63.0,-0.0,2,0
5088805,1,1,1,0,225000.0,2,4,1,1,38.0,10.0,2,0
5117331,0,1,1,0,270000.0,0,4,2,1,41.0,6.0,1,0
5045113,0,0,1,0,202500.0,1,4,4,1,58.0,-0.0,1,0
5067281,1,0,1,1,135000.0,3,4,0,1,36.0,7.0,3,0
5137385,0,0,0,0,112500.0,1,4,0,1,64.0,-0.0,2,0
5066832,0,1,1,0,157500.0,1,3,1,1,60.0,-0.0,2,0
5023092,0,0,0,0,202500.0,3,4,2,1,46.0,11.0,1,0
5079016,1,1,1,2,900000.0,0,1,1,1,27.0,3.0,4,0
5139761,1,1,1,0,337500.0,3,1,1,1,65.0,21.0,2,0
5033906,1,1,1,0,90000.0,1,4,1,1,50.0,-0.0,2,0
5029251,1,0,1,0,157500.0,3,1,1,1,38.0,12.0,2,0
5091824,1,0,1,0,270000.0,0,4,3,1,40.0,16.0,1,0
5132569,0,0,1,1,112500.0,0,4,0,1,41.0,4.0,3,0
5021490,1,0,1,0,135000.0,3,4,3,1,29.0,2.0,1,0
5035859,0,0,1,0,270000.0,0,4,3,1,58.0,7.0,1,0
5022025,1,1,1,0,112500.0,3,4,3,1,27.0,4.0,1,0
5116613,1,0,1,0,225000.0,0,4,1,1,32.0,10.0,2,0
5115884,0,0,1,0,54000.0,1,1,1,1,67.0,-0.0,2,0
5010303,0,0,1,0,189000.0,0,4,1,1,55.0,17.0,2,0
5142496,0,1,1,1,135000.0,0,1,1,1,42.0,8.0,3,0
5046398,0,0,1,0,157500.0,1,4,3,1,66.0,-0.0,1,0
5125585,0,0,1,0,121500.0,1,4,1,1,62.0,-0.0,2,0
5113302,1,0,1,1,180000.0,3,1,1,5,43.0,5.0,3,0
5139321,0,0,1,0,121500.0,1,1,4,1,66.0,-0.0,1,0
5053918,0,1,0,0,225000.0,3,1,0,1,40.0,7.0,2,0
5067102,0,0,0,0,180000.0,0,4,3,2,46.0,12.0,1,0
5022118,1,0,1,0,315000.0,3,4,1,1,54.0,3.0,2,0
5022954,1,1,1,0,112500.0,3,4,1,1,50.0,1.0,2,0
5047667,0,0,0,0,90000.0,0,4,1,1,24.0,1.0,2,0
5091718,0,1,1,0,90000.0,0,4,1,1,39.0,6.0,2,0
5009586,0,0,0,0,45000.0,3,4,2,1,39.0,2.0,1,0
5097170,1,1,1,0,180000.0,2,4,1,1,26.0,7.0,2,0
5062594,1,1,1,1,135000.0,2,1,1,1,25.0,0.0,3,0
5033831,1,1,1,0,135000.0,3,1,0,1,53.0,2.0,2,0
5046086,0,1,1,0,99000.0,3,4,1,1,58.0,6.0,2,0
5135946,1,0,1,0,270000.0,3,1,3,1,42.0,9.0,1,0
5149592,0,0,1,0,157500.0,3,1,1,1,34.0,5.0,2,0
5009845,1,1,0,0,180000.0,3,4,1,1,44.0,0.0,2,0
5117716,1,1,0,0,315000.0,3,4,1,1,46.0,14.0,2,0
5096169,0,0,0,0,112500.0,0,4,1,1,54.0,2.0,2,0
5139823,1,0,1,0,108000.0,3,4,1,1,44.0,20.0,2,0
5067542,0,0,1,0,180000.0,0,4,1,1,58.0,7.0,2,0
5090871,0,0,0,2,225000.0,3,4,1,1,39.0,3.0,4,0
5033729,1,1,1,0,90000.0,3,4,1,1,33.0,15.0,2,0
5037212,1,1,1,0,292500.0,2,1,1,1,35.0,6.0,2,0
5116319,0,0,1,2,157500.0,3,4,1,1,39.0,5.0,4,0
5146318,0,0,1,0,135000.0,3,4,2,1,40.0,4.0,1,0
5042082,0,1,0,0,315000.0,0,1,1,1,53.0,5.0,2,0
5091416,0,0,1,0,225000.0,3,1,1,1,44.0,8.0,2,0
5041675,0,1,1,1,333000.0,0,1,1,1,32.0,4.0,3,0
5048425,0,0,1,0,171000.0,3,4,3,1,54.0,23.0,1,0
5145965,0,0,0,2,130500.0,3,4,1,1,42.0,10.0,4,0
5126543,0,1,0,0,112500.0,3,4,1,1,28.0,9.0,2,0
5033881,1,1,0,1,202500.0,0,2,1,1,30.0,10.0,3,0
5068378,0,0,1,1,126000.0,3,1,1,1,35.0,4.0,3,0
5029194,1,1,1,0,225000.0,3,4,1,1,53.0,8.0,2,0
5010025,0,0,1,0,135000.0,3,4,1,1,57.0,6.0,2,0
5091016,0,0,1,1,112500.0,3,4,1,1,39.0,12.0,3,0
5149744,0,0,1,1,105750.0,3,4,1,5,35.0,4.0,3,0
5089760,1,1,1,0,180000.0,2,1,3,1,22.0,2.0,1,0
5053642,1,0,0,0,360000.0,0,1,1,1,56.0,5.0,2,0
5089934,1,1,0,0,157500.0,0,4,1,1,53.0,14.0,2,0
5143465,0,0,1,0,90000.0,1,4,3,1,64.0,-0.0,1,0
5125127,0,0,1,0,112500.0,3,4,3,1,44.0,5.0,1,0
5113163,0,1,1,1,180000.0,3,4,1,1,34.0,10.0,3,0
5116883,1,1,1,0,225000.0,3,4,1,1,49.0,4.0,2,0
5037008,0,0,1,0,67500.0,1,4,3,1,56.0,-0.0,1,0
5090126,1,1,1,0,270000.0,3,4,3,1,38.0,4.0,1,0
5036648,0,0,0,0,202500.0,0,1,1,1,31.0,10.0,2,0
5090335,0,1,1,0,144000.0,0,4,0,1,36.0,10.0,2,0
5053182,1,1,1,0,207000.0,1,1,1,1,67.0,-0.0,2,0
5024163,1,1,1,3,202500.0,3,4,1,1,37.0,5.0,5,0
5115633,1,0,0,0,202500.0,3,4,0,1,62.0,0.0,2,0
5126311,1,0,0,0,180000.0,3,2,0,5,21.0,1.0,2,0
5135779,0,0,1,0,126000.0,3,4,1,1,65.0,6.0,2,0
5054697,1,1,1,0,157500.0,3,1,1,1,45.0,19.0,2,0
5116343,1,1,1,1,225000.0,2,4,1,1,32.0,11.0,3,0
5054348,0,0,0,0,103500.0,3,4,3,1,34.0,1.0,1,0
5099980,1,0,1,0,90000.0,3,4,2,1,41.0,3.0,1,0
5087829,1,0,1,0,135000.0,2,4,1,4,29.0,6.0,2,0
5051050,1,1,0,0,67500.0,3,4,1,1,61.0,6.0,2,0
5148872,0,0,1,0,135000.0,2,2,1,1,42.0,9.0,2,0
5117323,0,0,1,1,382500.0,2,1,3,5,33.0,2.0,2,0
5088101,0,1,1,0,270000.0,3,4,2,1,46.0,1.0,1,0
5023587,1,0,0,0,202500.0,3,4,2,1,39.0,17.0,1,0
5028547,1,1,0,1,292500.0,3,4,2,1,35.0,3.0,2,0
5149402,0,0,0,1,135000.0,0,4,1,5,38.0,3.0,3,0
5095554,0,0,0,0,76500.0,1,4,1,1,64.0,-0.0,2,0
5067090,1,0,0,0,180000.0,3,4,1,1,37.0,13.0,2,0
5041147,0,0,1,0,90000.0,1,4,0,1,64.0,-0.0,2,0
5136976,0,0,0,0,306000.0,2,1,1,1,35.0,15.0,2,0
5058366,0,0,0,0,90000.0,1,4,3,2,55.0,-0.0,1,0
5045844,0,1,0,0,193500.0,3,4,1,1,57.0,25.0,2,0
5115814,1,0,1,3,180000.0,3,4,1,1,39.0,19.0,5,0
5062362,0,0,1,0,270000.0,1,1,1,1,57.0,-0.0,2,0
5010596,0,0,1,0,112500.0,1,4,1,1,63.0,-0.0,2,0
5113472,1,0,1,0,202500.0,3,4,1,1,53.0,1.0,2,0
5041535,0,0,1,0,180000.0,0,4,4,1,54.0,4.0,1,0
5066617,0,0,1,0,139500.0,3,4,1,1,51.0,0.0,2,0
5126751,1,1,0,2,135000.0,3,4,1,5,46.0,2.0,4,0
5009908,1,1,0,0,202500.0,3,4,1,1,52.0,10.0,2,0
5068337,0,1,1,0,112500.0,3,1,1,1,28.0,1.0,2,0
5105535,1,1,1,0,126000.0,1,4,2,1,56.0,-0.0,1,0
5061724,0,0,1,0,193500.0,1,2,4,1,67.0,-0.0,1,0
5035627,1,1,1,0,337500.0,3,1,1,1,50.0,19.0,2,0
5074705,0,0,1,0,157500.0,3,1,3,1,61.0,29.0,1,0
5114061,1,1,0,1,193500.0,3,1,1,1,49.0,11.0,3,0
5100373,0,0,1,2,180000.0,0,4,1,1,35.0,11.0,4,0
5112765,0,1,0,1,315000.0,0,1,1,1,30.0,6.0,3,0
5045439,1,1,1,0,180000.0,1,1,1,1,65.0,-0.0,2,0
5113922,0,0,0,0,90000.0,1,4,3,2,64.0,-0.0,1,0
5037125,1,1,0,0,180000.0,3,1,1,5,32.0,6.0,2,0
5029538,0,0,1,0,112500.0,3,1,0,1,35.0,3.0,2,0
5010078,1,1,0,2,157500.0,3,4,1,2,34.0,3.0,4,0
5085861,0,0,1,0,135000.0,3,4,1,1,50.0,14.0,2,0
5009146,1,1,0,0,315000.0,3,1,1,1,43.0,10.0,2,0
5149433,0,1,1,0,112500.0,3,4,4,1,54.0,7.0,1,0
5061753,0,0,1,0,135000.0,1,4,1,1,63.0,-0.0,2,0
5143009,1,1,0,1,99000.0,1,4,1,1,51.0,-0.0,3,0
5096318,1,1,0,0,270000.0,0,1,3,1,26.0,0.0,1,0
5038615,0,0,0,1,112500.0,0,1,1,5,34.0,9.0,3,0
5047670,0,0,0,1,180000.0,2,1,1,1,39.0,7.0,3,0
5044987,0,0,1,0,141750.0,1,1,1,1,56.0,-0.0,2,0
5036828,0,0,1,0,180000.0,3,1,1,1,53.0,12.0,2,0
5139892,0,0,1,0,112500.0,2,4,0,1,51.0,17.0,2,0
5135446,0,0,1,1,225000.0,3,4,1,5,27.0,0.0,3,0
5095586,0,0,0,0,270000.0,3,2,0,1,24.0,1.0,2,0
5068963,1,1,0,0,202500.0,3,1,1,1,42.0,8.0,2,0
5022047,1,1,1,0,135000.0,3,4,1,3,41.0,22.0,2,0
5048121,1,1,1,2,292500.0,0,4,1,1,33.0,7.0,4,0
5117219,0,0,1,0,202500.0,3,4,0,1,30.0,5.0,2,0
5009821,0,1,0,0,99000.0,3,4,1,1,41.0,15.0,2,0
5033500,1,0,1,0,202500.0,0,4,1,1,48.0,5.0,2,0
5058281,0,0,1,0,306000.0,0,1,1,1,41.0,9.0,2,0
5054373,0,0,0,0,148500.0,1,4,4,1,57.0,-0.0,1,0
5142988,0,0,0,1,135000.0,3,1,1,1,29.0,4.0,3,0
5137229,1,1,0,0,180000.0,0,4,1,2,39.0,7.0,2,0
5113373,0,0,1,1,180000.0,1,1,1,1,52.0,-0.0,3,0
5053152,0,0,1,0,157500.0,1,4,4,1,65.0,-0.0,1,0
5142899,0,0,0,0,112500.0,0,1,3,5,25.0,1.0,1,0
5113510,1,1,1,0,180000.0,3,4,1,1,47.0,0.0,2,0
5149484,0,1,1,1,135000.0,0,1,1,1,31.0,7.0,3,0
5092221,1,0,0,0,67500.0,2,4,1,1,32.0,8.0,2,0
5067003,1,1,1,0,202500.0,3,4,1,1,51.0,33.0,2,0
5023838,0,1,0,0,315000.0,0,4,0,1,54.0,3.0,2,0
5095433,0,0,1,0,292500.0,3,1,1,1,51.0,25.0,2,0
5033797,0,1,1,0,148500.0,0,4,1,3,47.0,6.0,2,0
5104953,1,1,1,0,180000.0,3,4,1,1,59.0,7.0,2,0
5100098,0,0,1,0,90000.0,3,4,1,1,30.0,2.0,2,0
5091792,1,1,1,1,135000.0,3,4,1,1,42.0,8.0,3,0
5149805,0,0,1,0,135000.0,2,2,3,5,27.0,6.0,1,0
5089681,0,0,0,0,261000.0,0,2,1,1,27.0,3.0,2,0
5052678,0,0,1,1,135000.0,3,1,1,1,43.0,22.0,3,0
5116809,0,0,1,0,112500.0,3,4,1,1,50.0,2.0,2,0
5143353,1,1,0,0,135000.0,3,4,1,1,29.0,4.0,2,0
5090232,0,0,1,0,135000.0,3,4,4,1,60.0,26.0,1,0
5117095,1,1,1,0,360000.0,1,4,1,1,38.0,-0.0,2,0
5088987,0,0,0,2,171000.0,3,4,1,1,40.0,3.0,4,0
5021584,0,0,0,1,40500.0,2,4,1,4,36.0,5.0,3,0
5009291,0,0,0,0,130500.0,3,4,0,1,41.0,13.0,2,0
5051007,0,0,0,0,306000.0,0,1,1,1,29.0,4.0,2,0
5024263,0,1,0,0,202500.0,0,4,1,2,58.0,3.0,2,0
